P0708,2019-05-12,컬러노트,74265866
P0708,2019-05-12,Paco,36282134
P0708,2019-05-12,다방,32598636
P0708,2019-05-12,패키지 설치 프로그램,533568
P0708,2019-05-12,Samsung Experience 홈,218804978
P0708,2019-05-12,Logger,6067248
P0708,2019-05-12,설정,27884456
P0708,2019-05-12,원터치개인,28574980
P0708,2019-05-12,YouTube,2355417224
P0708,2019-05-12,직방,44920650
P0708,2019-05-12,Chrome,619127444
P0708,2019-05-12,Dropsync,294196
P0708,2019-05-12,빅스비 보이스,720
P0708,2019-05-12,Google Play 스토어,17120
P0708,2019-05-12,안드로이드 시스템,18912
P0708,2019-05-12,메시지,9306812
P0708,2019-05-12,접근성,1302054
P0708,2019-05-12,시계,155904
P0708,2019-05-12,Adobe Acrobat,205856
P0708,2019-05-12,Puffin,209944
P0708,2019-05-12,날씨,2256336
P0708,2019-05-12,SNOW,3323418
P0708,2019-05-13,카톡 프리뷰,173002036
P0708,2019-05-13,Paco,41412416
P0708,2019-05-13,Chrome,894138478
P0708,2019-05-13,Samsung Experience 홈,247542810
P0708,2019-05-13,YouTube,5167316448
P0708,2019-05-13,날씨,10567108
P0708,2019-05-13,갤러리,52755186
P0708,2019-05-13,카카오톡,327282924
P0708,2019-05-13,Logger,2493224
P0708,2019-05-13,설정,4509680
P0708,2019-05-13,Polar Beat,14022472
P0708,2019-05-13,Gmail,4368292
P0708,2019-05-13,Samsung Music,8949156
P0708,2019-05-13,패키지 설치 프로그램,724300
P0708,2019-05-13,시계,49188476
P0708,2019-05-13,직방,10669538
P0708,2019-05-13,다방,21185890
P0708,2019-05-13,원터치개인,28963652
P0708,2019-05-13,Puffin,151264
P0708,2019-05-13,컬러노트,18822060
P0708,2019-05-13,전화,95750780
P0708,2019-05-13,접근성,2997584
P0708,2019-05-13,카메라,2051232
P0708,2019-05-13,SNOW,83608
P0708,2019-05-13,음성 녹음,772034
P0708,2019-05-13,메시지,72220758
P0708,2019-05-13,Google Play 서비스,271080
P0708,2019-05-13,연락처,11436950
P0708,2019-05-13,안드로이드 시스템,450772
P0708,2019-05-14,Paco,31688932
P0708,2019-05-14,Samsung Experience 홈,107141156
P0708,2019-05-14,카톡 프리뷰,215289334
P0708,2019-05-14,Google Play 서비스,444258
P0708,2019-05-14,설정,5137910
P0708,2019-05-14,카카오톡,490324804
P0708,2019-05-14,카메라,20530872
P0708,2019-05-14,YouTube,1822446042
P0708,2019-05-14,컬러노트,1421294
P0708,2019-05-14,Polar Beat,7872476
P0708,2019-05-14,Samsung Music,20130482
P0708,2019-05-14,Chrome,740157704
P0708,2019-05-14,Logger,2526686
P0708,2019-05-14,직방,20968140
P0708,2019-05-14,다방,11084432
P0708,2019-05-14,갤러리,3610760
P0708,2019-05-14,시계,67545274
P0708,2019-05-14,음성 녹음,485970
P0708,2019-05-14,날씨,5963172
P0708,2019-05-14,원터치개인,5485536
P0708,2019-05-14,안드로이드 시스템,312058
P0708,2019-05-14,전화,31663496
P0708,2019-05-14,Gmail,4651682
P0708,2019-05-14,Adobe Acrobat,1285746
P0708,2019-05-14,메시지,18595256
P0708,2019-05-14,접근성,364646
P0708,2019-05-14,패키지 설치 프로그램,100020
P0708,2019-05-14,연락처,196062
P0708,2019-05-14,빅스비 보이스,224
P0712,2019-05-08,직방,92081529
P0712,2019-05-08,캘린더,2108286
P0712,2019-05-08,ABC Logger,11334897
P0712,2019-05-08,Puffin,151107525
P0712,2019-05-08,Polar Beat,101496621
P0712,2019-05-08,Google Play 스토어,20879451
P0712,2019-05-08,카톡 프리뷰,177517455
P0712,2019-05-08,Gmail,51903033
P0712,2019-05-08,빅스비 보이스,7686
P0712,2019-05-08,Microsoft Health,38513070
P0712,2019-05-08,Dropsync,33199143
P0712,2019-05-08,접근성,8943867
P0712,2019-05-08,Samsung Music,5351148
P0712,2019-05-08,Paco,110089197
P0712,2019-05-08,시계,39105603
P0712,2019-05-08,다방,27471213
P0712,2019-05-08,Chrome,1297110381
P0712,2019-05-08,패키지 설치 프로그램,5156829
P0712,2019-05-08,Google Play 서비스,3146904
P0712,2019-05-08,에브리타임,937035
P0712,2019-05-08,내 파일,5722812
P0712,2019-05-08,Samsung Experience 홈,407384328
P0712,2019-05-08,Logger,27198579
P0712,2019-05-08,설정,43429281
P0712,2019-05-08,디바이스 케어,27918933
P0712,2019-05-08,카카오톡,754322940
P0712,2019-05-08,원터치개인,60047511
P0712,2019-05-08,카메라,21769458
P0712,2019-05-08,YouTube,214775624
P0712,2019-05-08,전화,122755998
P0712,2019-05-08,MTP 애플리케이션,10728
P0712,2019-05-08,안드로이드 시스템,47190
P0712,2019-05-08,러브데이,16056
P0712,2019-05-08,메시지,149338425
P0712,2019-05-08,갤러리,114126
P0712,2019-05-08,연락처,4588563
P0712,2019-05-08,음성 녹음,2724531
P0712,2019-05-08,한컴오피스 viewer,6841323
P0712,2019-05-08,SNOW,69067938
P0712,2019-05-08,Messenger,891048
P0712,2019-05-07,MTP 애플리케이션,134100
P0712,2019-05-07,안드로이드 시스템,589875
P0712,2019-05-07,러브데이,200700
P0712,2019-05-07,메시지,15714450
P0712,2019-05-07,갤러리,1426575
P0712,2019-05-07,전화,89492110
P0712,2019-05-07,연락처,249825
P0712,2019-05-09,Polar Beat,174177963
P0712,2019-05-09,카톡 프리뷰,298192746
P0712,2019-05-09,Samsung Music,20372760
P0712,2019-05-09,Chrome,1931774034
P0712,2019-05-09,Google Play 서비스,1102734
P0712,2019-05-09,Samsung Experience 홈,487394940
P0712,2019-05-09,Logger,48411180
P0712,2019-05-09,설정,16587477
P0712,2019-05-09,디바이스 케어,18198180
P0712,2019-05-09,카카오톡,1633363041
P0712,2019-05-09,캘린더,894280
P0712,2019-05-09,YouTube,1359297708
P0712,2019-05-09,Gmail,22472694
P0712,2019-05-09,원터치개인,44135184
P0712,2019-05-09,카메라,27082215
P0712,2019-05-09,Dropsync,48133968
P0712,2019-05-09,빅스비 보이스,56304
P0712,2019-05-09,시계,51467436
P0712,2019-05-09,직방,102168807
P0712,2019-05-09,다방,23208624
P0712,2019-05-09,음성 녹음,1559790
P0712,2019-05-09,전화,101271360
P0712,2019-05-09,메시지,254464878
P0712,2019-05-09,에브리타임,172530
P0712,2019-05-09,Google,514326
P0712,2019-05-09,Paco,126256698
P0712,2019-05-09,접근성,274212
P0712,2019-05-09,패키지 설치 프로그램,184131
P0712,2019-05-09,SNOW,924609
P0712,2019-05-09,한컴오피스 viewer,96309
P0712,2019-05-09,Messenger,9864
P0712,2019-05-09,연락처,81099
P0712,2019-05-09,갤러리,10222836
P0712,2019-05-09,Puffin,569562
P0712,2019-05-09,안드로이드 시스템,531450
P0712,2019-05-09,Adobe Acrobat,5990913
P0712,2019-05-09,시스템 UI,508431
P0712,2019-05-10,카톡 프리뷰,237200547
P0712,2019-05-10,접근성,4725198
P0712,2019-05-10,Samsung Music,30386541
P0712,2019-05-10,패키지 설치 프로그램,634224
P0712,2019-05-10,Google Play 서비스,541416
P0712,2019-05-10,Samsung Experience 홈,218622993
P0712,2019-05-10,Logger,6468876
P0712,2019-05-10,설정,21057315
P0712,2019-05-10,카카오톡,876108720
P0712,2019-05-10,Polar Beat,46241530
P0712,2019-05-10,YouTube,2865105600
P0712,2019-05-10,직방,119653338
P0712,2019-05-10,Puffin,1151955
P0712,2019-05-10,SNOW,1817319
P0712,2019-05-10,Gmail,17303955
P0712,2019-05-10,빅스비 보이스,102435
P0712,2019-05-10,시계,161126757
P0712,2019-05-10,Chrome,1374019146
P0712,2019-05-10,시스템 UI,895125
P0712,2019-05-10,카메라,7228890
P0712,2019-05-10,전화,2044522179
P0712,2019-05-10,안드로이드 시스템,3080988
P0712,2019-05-10,메시지,267464328
P0712,2019-05-10,다방,111197616
P0712,2019-05-10,원터치개인,39173685
P0712,2019-05-10,Paco,29441064
P0712,2019-05-10,음성 녹음,3923931
P0712,2019-05-10,갤러리,6786183
P0712,2019-05-10,Adobe Acrobat,93123
P0712,2019-05-10,원스토어,451722
P0712,2019-05-10,원스토어 서비스,507360
P0712,2019-05-10,컬러노트,5087841
P0712,2019-05-11,카톡 프리뷰,490007007
P0712,2019-05-11,Chrome,1450904694
P0712,2019-05-11,패키지 설치 프로그램,1120260
P0712,2019-05-11,Samsung Experience 홈,219466800
P0712,2019-05-11,Logger,18726420
P0712,2019-05-11,카카오톡,1138999950
P0712,2019-05-11,카메라,25014825
P0712,2019-05-11,Polar Beat,50537520
P0712,2019-05-11,Gmail,37200753
P0712,2019-05-11,Samsung Music,19975188
P0712,2019-05-11,Paco,51553692
P0712,2019-05-11,원터치개인,156274158
P0712,2019-05-11,YouTube,3347570499
P0712,2019-05-11,설정,26643858
P0712,2019-05-11,원스토어,354516
P0712,2019-05-11,Puffin,507297
P0712,2019-05-11,다방,71298570
P0712,2019-05-11,직방,176595186
P0712,2019-05-11,음성 녹음,2388690
P0712,2019-05-11,컬러노트,8504586
P0712,2019-05-11,전화,67037652
P0712,2019-05-11,메시지,21440898
P0712,2019-05-11,빅스비 보이스,1266
P0712,2019-05-11,갤러리,439506
P0712,2019-05-11,접근성,1918803
P0712,2019-05-11,시계,13386984
P0712,2019-05-11,원스토어 서비스,3624
P0712,2019-05-11,Google Play 스토어,1560060
P0712,2019-05-11,안드로이드 시스템,1510596
P0712,2019-05-11,Adobe Acrobat,16442748
P0712,2019-05-11,ABC Logger,1214406
P0712,2019-05-11,Dropsync,378252
P0712,2019-05-12,카톡 프리뷰,433868673
P0712,2019-05-12,전화,319503021
P0712,2019-05-12,Samsung Music,22361619
P0712,2019-05-12,카카오톡,801937194
P0712,2019-05-12,ABC Logger,3916224
P0712,2019-05-12,음성 녹음,741537
P0712,2019-05-12,Polar Beat,14687781
P0712,2019-05-12,Gmail,39976740
P0712,2019-05-12,갤러리,28345590
P0712,2019-05-12,컬러노트,111398799
P0712,2019-05-12,Paco,54423201
P0712,2019-05-12,다방,48897954
P0712,2019-05-12,패키지 설치 프로그램,800352
P0712,2019-05-12,Samsung Experience 홈,328207467
P0712,2019-05-12,Logger,9100872
P0712,2019-05-12,설정,41826684
P0712,2019-05-12,원터치개인,42862470
P0712,2019-05-12,YouTube,3533125836
P0712,2019-05-12,직방,67380975
P0712,2019-05-12,Chrome,928691166
P0712,2019-05-12,Dropsync,441294
P0712,2019-05-12,빅스비 보이스,1080
P0712,2019-05-12,Google Play 스토어,25680
P0712,2019-05-12,안드로이드 시스템,28368
P0712,2019-05-12,메시지,13960218
P0712,2019-05-12,접근성,1953081
P0712,2019-05-12,시계,233856
P0712,2019-05-12,Adobe Acrobat,308784
P0712,2019-05-12,Puffin,314916
P0712,2019-05-12,날씨,3384504
P0712,2019-05-12,SNOW,4985127
P0712,2019-05-13,카톡 프리뷰,259503054
P0712,2019-05-13,Paco,62118624
P0712,2019-05-13,Chrome,1341207717
P0712,2019-05-13,Samsung Experience 홈,371314215
P0712,2019-05-13,YouTube,7757952826
P0712,2019-05-13,날씨,15850662
P0712,2019-05-13,갤러리,79132779
P0712,2019-05-13,카카오톡,490924386
P0712,2019-05-13,Logger,3739836
P0712,2019-05-13,설정,6764520
P0712,2019-05-13,Polar Beat,21033708
P0712,2019-05-13,Gmail,6552438
P0712,2019-05-13,Samsung Music,13423734
P0712,2019-05-13,패키지 설치 프로그램,1086450
P0712,2019-05-13,시계,73782714
P0712,2019-05-13,직방,16004307
P0712,2019-05-13,다방,31778835
P0712,2019-05-13,원터치개인,43445478
P0712,2019-05-13,Puffin,226896
