,UID,timestamp,ESM,app_usage,walking,running,bicycle
0,701,2019-05-07,-1.1666666666666667,0.0,0.0,0.0,0.0
1,701,2019-05-08,3.3846153846153846,3.3416666666666677,0.5186111111111111,0.0,0.3452777777777778
2,701,2019-05-09,2.923076923076923,2.1947222222222234,0.8511111111111109,0.1288888888888889,0.40194444444444444
3,701,2019-05-10,3.8461538461538463,3.776388888888888,1.449722222222222,0.028333333333333335,0.5202777777777777
4,701,2019-05-11,2.769230769230769,4.724722222222225,0.6291666666666667,0.0375,0.1288888888888889
5,701,2019-05-12,4.181818181818182,2.98527777777778,1.492222222222222,0.015833333333333335,0.5744444444444444
6,701,2019-05-13,5.533333333333333,2.8547222222222217,0.8383333333333334,0.04416666666666667,0.0
7,701,2019-05-14,4.25,4.1525,2.0072222222222225,0.05333333333333333,0.2025
8,702,2019-05-07,-0.2222222222222222,0.0,0.0,0.0,0.0
9,702,2019-05-08,-1.7,4.387222222222223,3.9438888888888894,0.013055555555555556,0.2975
10,702,2019-05-09,-0.7,3.7027777777777793,1.193055555555556,0.0,0.16194444444444445
11,702,2019-05-10,0.8,5.720833333333337,1.0522222222222222,0.0,0.5175
12,702,2019-05-11,-2.3333333333333335,2.230555555555556,2.6766666666666663,0.0,0.3077777777777778
13,702,2019-05-12,-1.4444444444444444,7.401666666666672,2.4572222222222218,0.0,0.7791666666666667
14,702,2019-05-13,-1.2,3.316944444444444,1.8627777777777774,0.05972222222222222,0.9716666666666666
15,702,2019-05-14,-1.7777777777777777,3.618055555555556,1.925277777777778,0.17472222222222222,1.2580555555555557
16,703,2019-05-07,2.5714285714285716,0.0,0.0,0.0,0.0
17,703,2019-05-08,4.833333333333333,3.724444444444445,3.8958333333333335,0.0,0.06722222222222222
18,703,2019-05-09,4.4,6.174722222222223,2.549722222222222,0.0,0.1461111111111111
19,703,2019-05-10,2.3846153846153846,2.8888888888888893,1.3316666666666668,0.0,0.07111111111111111
20,703,2019-05-11,2.5555555555555554,3.417777777777777,2.8425000000000002,0.0,0.0
21,703,2019-05-12,0.09090909090909091,3.618333333333333,2.591388888888889,0.0,0.0
22,703,2019-05-13,-6.833333333333333,4.6702777777777795,2.0283333333333333,0.0,0.12583333333333332
23,703,2019-05-14,-2.75,10.203055555555554,1.261111111111111,0.0,0.0
24,704,2019-05-07,0.5,0.0,0.0,0.0,0.0
25,704,2019-05-08,-1.0,6.401666666666667,1.3250000000000002,0.0,0.5355555555555556
26,704,2019-05-09,1.625,5.095555555555555,2.889166666666666,0.07166666666666667,0.23277777777777775
27,704,2019-05-10,-0.6,6.732222222222222,4.044444444444445,0.0,0.7905555555555555
28,704,2019-05-11,1.25,2.864166666666666,2.4316666666666666,0.0,0.4438888888888889
29,704,2019-05-12,0.5,3.640555555555556,1.0458333333333332,0.0,0.9916666666666668
30,704,2019-05-13,-1.6,5.275,2.6175,0.0,0.46166666666666667
31,704,2019-05-14,0.4166666666666667,4.954722222222223,1.88,0.0,0.0
32,705,2019-05-07,1.2,0.0,0.0,0.0,0.0
33,705,2019-05-08,-1.4,5.210555555555556,3.121944444444444,0.0,0.1638888888888889
34,705,2019-05-09,-1.6,8.617222222222223,2.113055555555556,0.0,0.006666666666666667
35,705,2019-05-10,1.7272727272727273,6.9605555555555565,1.1541666666666668,0.0,0.0
36,705,2019-05-11,2.642857142857143,9.943888888888893,1.3811111111111112,0.0,0.0
37,705,2019-05-12,-1.7857142857142858,9.863055555555563,1.1519444444444444,0.0,0.0
38,705,2019-05-13,-2.5454545454545454,1.929722222222222,1.6683333333333332,0.3441666666666667,0.0
39,705,2019-05-14,-2.2,3.4044444444444455,2.4980555555555553,0.0,0.0
40,705,2019-05-15,-3.0,0.0,0.0,0.0,0.0
41,706,2019-05-07,2.75,0.0,0.0,0.0,0.0
42,706,2019-05-08,3.4545454545454546,5.6066666666666665,1.7505555555555552,0.0044444444444444444,0.34750000000000003
43,706,2019-05-09,1.5,4.650833333333339,2.316388888888889,0.021944444444444444,0.3636111111111111
44,706,2019-05-10,2.0,1.0441666666666665,0.4213888888888889,0.013611111111111112,0.26055555555555554
45,706,2019-05-11,1.1428571428571428,0.0,0.0,0.0,0.0
46,706,2019-05-12,1.8571428571428572,0.0,0.0,0.0,0.0
47,706,2019-05-13,1.7142857142857142,3.645000000000002,1.0324999999999998,0.0,0.26555555555555554
48,706,2019-05-14,2.2,4.6647222222222275,1.4461111111111111,0.022222222222222223,0.6427777777777777
49,707,2019-05-08,2.0,3.6388888888888893,0.7366666666666667,0.0,0.0
50,707,2019-05-09,1.7272727272727273,4.21527777777778,1.4575,0.0,0.0
51,707,2019-05-10,3.4545454545454546,4.889722222222222,1.426111111111111,0.0,0.0
52,707,2019-05-11,1.4545454545454546,9.261111111111108,0.01972222222222222,0.0,0.0
53,707,2019-05-12,0.2222222222222222,2.6752777777777803,1.1097222222222223,0.0,0.0
54,707,2019-05-13,0.36363636363636365,2.155277777777778,1.265277777777778,0.0,0.0
55,707,2019-05-14,1.6666666666666667,2.127222222222222,0.7816666666666667,0.0,0.0
56,708,2019-05-07,0.8888888888888888,0.0,0.0,0.0,0.0
57,708,2019-05-08,-1.4545454545454546,3.5525000000000038,1.2947222222222223,0.0,0.22916666666666666
58,708,2019-05-09,-1.5384615384615385,2.996111111111112,1.2241666666666666,0.0,0.11277777777777778
